time	event
17	S10
23	T0
36	S100
40	T0
64	S110
70	T0
92	S41
98	T0
117	S10
120	T0
142	S42
146	T0
157	S160
162	T0
172	S160
180	T0
189	S160
197	T0
218	S110
223	T0
242	S42
247	T0
269	S90
276	T0
297	S100
303	T0
321	S10
328	T0
345	S120
352	T0
370	S90
375	T0
395	S100
400	T0
419	S10
425	T0
446	S110
454	T0
466	S90
470	T0
489	S41
493	T0
514	S120
519	T0
536	S100
540	T0
549	S160
553	T0
567	S20
575	T0
594	S100
599	T0
620	S41
623	T0
662	S150
666	T0
686	S41
693	T0
712	S100
719	T0
735	S120
739	T0
749	S160
757	T0
778	S10
781	T0
802	S20
807	T0
822	S80
825	T0
842	S110
845	T0
864	S10
870	T0
891	S90
899	T0
926	S110
930	T0
954	S10
959	T0
984	S10
988	T0
1006	S90
1012	T0
1021	S160
1024	T0
1044	S100
1049	T0
1075	S42
1080	T0
1101	S90
1106	T0
1115	S160
1123	T0
1139	S20
1143	T0
1159	S100
1167	T0
1177	S160
1185	T0
1201	S41
1205	T0
1223	S120
1229	T0
1271	S150
1279	T0
1297	S80
1304	T0
1311	S160
1318	T0
1337	S90
1345	T0
1388	S150
1395	T0
1422	S120
1428	T0
1445	S10
1451	T0
1470	S80
1478	T0
1500	S120
1504	T0
1524	S10
1532	T0
1570	S150
1576	T0
1587	S160
1590	T0
1607	S10
1614	T0
1635	S80
1643	T0
1660	S80
1668	T0
1684	S110
1690	T0
1713	S80
1720	T0
1762	S150
1768	T0
1788	S110
1796	T0
1818	S100
1826	T0
1841	S20
1849	T0
1868	S90
1875	T0
1897	S10
1903	T0
1914	S20
1922	T0
1943	S10
1950	T0
1974	S41
1980	T0
1985	T0
1990	T0
1999	S160
2005	T0
2025	S110
2030	T0
2049	S120
2053	T0
2072	S20
2076	T0
2094	S90
2101	T0
2128	S10
2134	T0
2152	S42
2156	T0
2195	S150
2198	T0
2220	S120
2223	T0
2242	S80
2249	T0
2273	S20
2276	T0
2294	S120
2300	T0
2316	S42
2324	T0
2340	S41
2347	T0
2356	S160
2362	T0
2372	S160
2378	T0
2402	S120
2408	T0
2429	S20
2435	T0
2455	S120
2462	T0
2487	S20
2493	T0
2513	S90
2521	T0
2540	S100
2544	T0
2561	S110
2568	T0
2587	S41
2593	T0
2616	S20
2623	T0
2637	S10
2645	T0
2654	S160
2660	T0
2678	S42
2681	T0
2701	S20
2708	T0
2728	S120
2734	T0
2754	S100
2760	T0
2801	S150
2808	T0
2830	S80
2833	T0
2843	S160
2849	T0
2863	S10
2870	T0
2884	S120
2888	T0
2904	S42
2910	T0
2925	S80
2932	T0
2948	S10
2953	T0
2971	S20
2979	T0
3000	S20
3004	T0
3023	S41
3030	T0
3049	S120
3054	T0
3072	S10
3080	T0
3103	S42
3106	T0
3125	S120
3131	T0
3169	S150
3173	T0
3196	S90
3199	T0
3213	S10
3218	T0
3234	S100
3240	T0
3264	S80
3269	T0
3294	S41
3298	T0
3324	S80
3327	T0
3347	S41
3350	T0
3372	S120
3380	T0
3401	S10
3409	T0
3429	S20
3434	T0
3456	S80
3462	T0
3480	S100
3488	T0
3509	S20
3514	T0
3548	S150
3556	T0
3577	S110
