time	event
22	S10
28	T0
47	S232
51	T0
71	S243
76	T0
77	P261
83	T0
103	S262
106	T0
107	P263
110	T0
129	S252
136	T0
158	S251
165	T0
186	S252
191	T0
216	S231
222	T0
242	S251
246	T0
248	P220
252	T0
270	S270
277	T0
298	S232
305	T0
326	S251
329	T0
351	S244
355	T0
375	S243
380	T0
400	S242
407	T0
425	S232
430	T0
437	T0
444	T0
446	P220
449	T0
469	S10
476	T0
496	S20
504	T0
519	S244
525	T0
551	S242
555	T0
573	S232
580	T0
583	S220
587	T0
605	S241
613	T0
631	S244
634	T0
657	S243
660	T0
678	S243
682	T0
705	S244
713	T0
733	S242
738	T0
764	S244
770	T0
794	S232
801	T0
823	S20
826	T0
828	P220
835	T0
855	S241
859	T0
861	P261
869	T0
891	S262
898	T0
899	P263
907	T0
931	S270
935	T0
958	S242
961	T0
983	S243
987	T0
1006	S242
1011	T0
1013	P261
1018	T0
1040	S262
1043	T0
1044	P263
1050	T0
1070	S270
1077	T0
1095	S270
1102	T0
1122	S241
1126	T0
1141	S232
1147	T0
1148	P261
1152	T0
1177	S262
1180	T0
1182	P263
1186	T0
1202	S243
1209	T0
1226	S270
1231	T0
1251	S243
1259	T0
1277	S242
1284	T0
1303	S243
1306	T0
1325	S241
1329	T0
1351	S244
1356	T0
1374	S20
1379	T0
1380	P261
1387	T0
1405	S262
1412	T0
1413	P263
1418	T0
1437	S244
1444	T0
1445	P261
1448	T0
1466	S262
1472	T0
1474	P263
1478	T0
1499	S10
1507	T0
1528	S251
1536	T0
1555	S252
1561	T0
1583	S251
1589	T0
1610	S251
1616	T0
1636	S242
1642	T0
1662	S270
1669	T0
1690	S243
1694	T0
1713	S242
1717	T0
1734	S243
1739	T0
1763	S270
1770	T0
1792	S243
1797	T0
1817	S10
1820	T0
1838	S252
1846	T0
1861	S251
1869	T0
1886	S232
1892	T0
1912	S232
1916	T0
1932	S241
1937	T0
1958	S231
1962	T0
1979	S20
1986	T0
2010	S243
2016	T0
2036	S251
2041	T0
2060	S242
2067	T0
2087	S241
2091	T0
2105	S20
2112	T0
2130	S231
2136	T0
2152	S10
2158	T0
2181	S242
2188	T0
2189	P261
2192	T0
2211	S262
2214	T0
2215	P263
2222	T0
2223	P220
2229	T0
2245	S244
2250	T0
2268	S242
2275	T0
2292	S243
2300	T0
2317	S242
2324	T0
2342	S243
2348	T0
2367	S244
2370	T0
2391	S241
2397	T0
2421	S244
2426	T0
2445	S242
2451	T0
2471	S270
2476	T0
2496	S270
2501	T0
2516	S252
2519	T0
2538	S251
2544	T0
2564	S252
2572	T0
2594	S243
2601	T0
2625	S242
2629	T0
2643	S244
2649	T0
2669	S232
2675	T0
2697	S231
2701	T0
2722	S251
2725	T0
2746	S252
2752	T0
2773	S252
2778	T0
2797	S10
2805	T0
2822	S231
2826	T0
2842	S242
2850	T0
2851	P220
2856	T0
2882	S10
2888	T0
2906	S241
2914	T0
2930	S20
2937	T0
2938	P220
2946	T0
2970	S243
2973	T0
2994	S242
2997	T0
3014	S244
3017	T0
3032	S241
3035	T0
3050	S243
3055	T0
3072	S10
3078	T0
3094	S242
3097	T0
3115	S244
3121	T0
3123	P261
3127	T0
3145	S262
3149	T0
3150	P263
3155	T0
3156	P261
3164	T0
3182	S262
3189	T0
3191	P263
3198	T0
3220	S20
3225	T0
3244	S20
3252	T0
3272	S241
3276	T0
3299	S242
3305	T0
3326	S243
3334	T0
3348	S231
3352	T0
3353	P220
3361	T0
3378	S242
3381	T0
3399	S241
3405	T0
3417	S270
3423	T0
3438	S270
3446	T0
3468	S232
3471	T0
3491	S251
3496	T0
3518	S252
3524	T0
3541	S244
3545	T0
3563	S243
3569	T0
3592	S244
3600	T0
3625	S242
3629	T0
3651	S243
3654	T0
3668	S241
3672	T0
3695	S242
3703	T0
3719	S244
3723	T0
3740	S241
3745	T0
3762	S242
3766	T0
3783	S241
3787	T0
3805	S244
3813	T0
3833	S241
3840	T0
3841	P261
3845	T0
3868	S262
3871	T0
3872	P263
3880	T0
3881	P220
3889	T0
3909	S251
3917	T0
3938	S243
3946	T0
3966	S244
3972	T0
3989	S241
3993	T0
4012	S231
4020	T0
4041	S251
4049	T0
4071	S252
4076	T0
4098	S232
4104	T0
4125	S232
4132	T0
4150	S244
4157	T0
4179	S20
4183	T0
4198	S252
4205	T0
4221	S251
4225	T0
4227	P220
4233	T0
4250	S20
4254	T0
4272	S10
4278	T0
4280	P261
4284	T0
4301	S262
4305	T0
4306	P263
4309	T0
4329	S10
4335	T0
4359	S20
4367	T0
4368	P220
4375	T0
4391	S20
4396	T0
4417	S20
4425	T0
4443	S241
4448	T0
4472	S244
4475	T0
4490	S243
4497	T0
4510	S241
4516	T0
4538	S242
4541	T0
4559	S241
4565	T0
4587	S244
4591	T0
4607	S243
4613	T0
4633	S244
4640	T0
4660	S241
4664	T0
4688	S242
4696	T0
4717	S241
4720	T0
4744	S242
4749	T0
4767	S241
4774	T0
4793	S242
4796	T0
4810	S244
4816	T0
4829	S10
4837	T0
4855	S252
4863	T0
4883	S251
4886	T0
4904	S252
4911	T0
4932	S243
4936	T0
4957	S242
4963	T0
4969	T0
4973	T0
4993	S241
4999	T0
5015	S10
5022	T0
5046	S241
5049	T0
5065	S243
5072	T0
5095	S241
5102	T0
5121	S231
5124	T0
5141	S10
5149	T0
5169	S252
5174	T0
5195	S251
5199	T0
5218	S10
5225	T0
5251	S251
5254	T0
5257	S261
5261	T0
5281	S262
5289	T0
5293	S263
5299	T0
5302	S220
5307	T0
5325	S243
5329	T0
5348	S244
5354	T0
5372	S242
5380	T0
5403	S244
5410	T0
5426	S20
5432	T0
5451	S252
5456	T0
5479	S10
5487	T0
5502	S20
5508	T0
5510	P220
5516	T0
5537	S10
5542	T0
5567	S270
5574	T0
5590	S244
5595	T0
5611	S242
5618	T0
5635	S231
5638	T0
5659	S270
5663	T0
5665	P261
5670	T0
5694	S262
5699	T0
5700	P263
5703	T0
5722	S244
5725	T0
5744	S242
5750	T0
5767	S241
5773	T0
5794	S232
5798	T0
5820	S242
5825	T0
5844	S270
5848	T0
5871	S232
5876	T0
5895	S242
5903	T0
5921	S244
5928	T0
5948	S232
5955	T0
5958	S220
5963	T0
5983	S242
5986	T0
5997	S244
6003	T0
6022	S242
6026	T0
6045	S244
6053	T0
6055	P220
6058	T0
6078	S270
6085	T0
6105	S231
6112	T0
6131	S243
6135	T0
6151	S252
6154	T0
6176	S270
6183	T0
6201	S241
6204	T0
6220	S244
6226	T0
6245	S243
6249	T0
6271	S242
6277	T0
6295	S241
6299	T0
6301	P220
6308	T0
6332	S252
6339	T0
6356	S251
6359	T0
6378	S242
6383	T0
6406	S241
6411	T0
6431	S243
6436	T0
6454	S241
6460	T0
6473	S241
6479	T0
6497	S10
6505	T0
6522	S232
6529	T0
6531	P220
6537	T0
6555	S270
6563	T0
6582	S232
6590	T0
6611	S244
6617	T0
6640	S243
6646	T0
6663	S244
6667	T0
6684	S242
6690	T0
6702	S242
6707	T0
6729	S270
6734	T0
6736	P261
6739	T0
6755	S262
6763	T0
6765	P263
6773	T0
6790	S232
6797	T0
6816	S231
6820	T0
6837	S10
6842	T0
6844	P220
6849	T0
6869	S251
6875	T0
6877	P220
6882	T0
6899	S242
6904	T0
6925	S242
6928	T0
6948	S244
6953	T0
6969	S243
6976	T0
6997	S241
7002	T0
7022	S243
7026	T0
7046	S241
7053	T0
7071	S243
7078	T0
7096	S242
7100	T0
7118	S232
7121	T0
7143	S20
7147	T0
7168	S231
7171	T0
7186	S251
7191	T0
7209	S231
7214	T0
7236	S241
7241	T0
7261	S244
7264	T0
7268	S261
7274	T0
7285	S262
7289	T0
7290	P263
7298	T0
7300	P220
7303	T0
7323	S232
7327	T0
7329	P261
7332	T0
7348	S262
7352	T0
7354	P263
7361	T0
7380	S232
7387	T0
7398	S10
7405	T0
7425	S270
7433	T0
7434	P261
7441	T0
7463	S262
7467	T0
7469	P263
7473	T0
7498	S231
7502	T0
7517	S244
7522	T0
7539	S241
7546	T0
7569	S243
7576	T0
7600	S244
7604	T0
7627	S270
7635	T0
7657	S252
7665	T0
7689	S251
7693	T0
7715	S251
7718	T0
7737	S10
7743	T0
7765	S243
7770	T0
7794	S242
7798	T0
7820	S243
7827	T0
7849	S242
7854	T0
7872	S243
7875	T0
7888	S270
7892	T0
7912	S244
7917	T0
7938	S20
7941	T0
7958	S243
7961	T0
7979	S244
7983	T0
8002	S241
8005	T0
8022	S242
8030	T0
8051	S243
8058	T0
8079	S244
8082	T0
8100	S242
8108	T0
8124	S244
8127	T0
8143	S231
8148	T0
8167	S244
8173	T0
8192	S242
8197	T0
8218	S241
8225	T0
8245	S242
8251	T0
8270	S241
8276	T0
8301	S243
8306	T0
8324	S10
8328	T0
8330	P220
8334	T0
8352	S244
8355	T0
8378	S243
8382	T0
8400	S241
8407	T0
8420	S243
8424	T0
8441	S242
8445	T0
8459	S20
8467	T0
8489	S244
8495	T0
8517	S241
8524	T0
8541	S242
8545	T0
8564	S244
8569	T0
8589	S241
8597	T0
8616	S244
8621	T0
8638	S243
8645	T0
8664	S270
8672	T0
8692	S244
8695	T0
8711	S243
8716	T0
8733	S20
8737	T0
8756	S243
8759	T0
8781	S244
8789	T0
8810	S242
8818	T0
8836	S10
8844	T0
8863	S10
8868	T0
8869	P220
8875	T0
8893	S244
8901	T0
8922	S20
8930	T0
8953	S242
8961	T0
8981	S252
8984	T0
8990	T0
8995	T0
9015	S242
9021	T0
9037	S244
9041	T0
9064	S10
9071	T0
9087	S20
9090	T0
9091	P220
9096	T0
9118	S20
9126	T0
9147	S232
9152	T0
9175	S243
9179	T0
9196	S241
9200	T0
9218	S243
9222	T0
9241	S251
9249	T0
9262	S252
9268	T0
9269	P220
9272	T0
9287	S252
9294	T0
9316	S252
9320	T0
9342	S243
9346	T0
9347	P220
9354	T0
9377	S252
9381	T0
9404	S251
9409	T0
9431	S241
9435	T0
9455	S20
9459	T0
9460	P261
9464	T0
9480	S262
9484	T0
9485	P263
9492	T0
9494	P261
9501	T0
9523	S262
9531	T0
9533	P263
9540	T0
9558	S243
9564	T0
9583	S242
9589	T0
9608	S244
9616	T0
9635	S241
9638	T0
9660	S243
9665	T0
9685	S242
9693	T0
9713	S244
9721	T0
9739	S242
9747	T0
9766	S270
9774	T0
9793	S10
9799	T0
9821	S270
9824	T0
9844	S251
9852	T0
9877	S10
9885	T0
9901	S270
9908	T0
9927	S242
9933	T0
9954	S244
9961	T0
9985	S242
9988	T0
10008	S252
10015	T0
10029	S243
10037	T0
10059	S244
10067	T0
10085	S252
10091	T0
10112	S20
10115	T0
10140	S251
10148	T0
10150	P261
10154	T0
10174	S262
10177	T0
10179	P263
10183	T0
10199	S252
10202	T0
10221	S251
10224	T0
10245	S252
10249	T0
