time	event
20	S10
24	T0
29	T0
32	T0
58	S20
63	T0
84	S10
91	T0
113	S80
118	T0
135	S80
141	T0
167	S20
172	T0
195	S80
201	T0
203	T0
209	T0
231	S20
234	T0
252	S20
260	T0
276	S20
279	T0
299	S20
302	T0
322	S80
327	T0
343	S80
350	T0
363	S80
368	T0
371	T0
379	T0
391	S20
396	T0
419	S10
426	T0
448	S80
455	T0
473	S10
481	T0
501	S80
507	T0
530	S80
536	T0
553	S10
556	T0
571	S10
575	T0
580	T0
585	T0
601	S80
609	T0
630	S10
633	T0
650	S80
653	T0
673	S20
678	T0
696	S20
701	T0
722	S20
728	T0
755	S10
762	T0
785	S20
790	T0
806	S20
813	T0
828	S20
833	T0
851	S20
854	T0
880	S10
883	T0
901	S10
908	T0
925	S10
929	T0
949	S20
952	T0
970	S10
977	T0
996	S80
1003	T0
1021	S10
1025	T0
1045	S10
1053	T0
1076	S80
1084	T0
1103	S20
1111	T0
1126	S80
1134	T0
1157	S80
1161	T0
1177	S20
1183	T0
1204	S10
1207	T0
1229	S20
1237	T0
1256	S20
1259	T0
1276	S10
1281	T0
1301	S20
1308	T0
1329	S20
1336	T0
1358	S20
1361	T0
1381	S10
1384	T0
1402	S20
1406	T0
1422	S20
1428	T0
1452	S20
1456	T0
1476	S10
1481	T0
1503	S10
1510	T0
1536	S10
1544	T0
1566	S10
1569	T0
1593	S10
1600	T0
1612	S80
1615	T0
1636	S80
1642	T0
1665	S20
1672	T0
1693	S10
1701	T0
1715	S80
1722	T0
1745	S80
1753	T0
1774	S80
1780	T0
1801	S80
1804	T0
1826	S20
1834	T0
1852	S80
1860	T0
1873	S20
1876	T0
1897	S80
1902	T0
1916	S20
1919	T0
1940	S80
1948	T0
1970	S20
1973	T0
1988	S80
1991	T0
2012	S20
2016	T0
2036	S80
2043	T0
2067	S80
2074	T0
2093	S20
2100	T0
2117	S10
2125	T0
2144	S20
2152	T0
2168	S20
2174	T0
2191	S80
2195	T0
2211	S10
2216	T0
2236	S20
2241	T0
2263	S10
2270	T0
2290	S80
2295	T0
2315	S10
2318	T0
2337	S20
2341	T0
2363	S10
2368	T0
2383	S20
2389	T0
2404	S10
2411	T0
2428	S80
2432	T0
2456	S10
2464	T0
2481	S80
2486	T0
2512	S20
2515	T0
2535	S80
2540	T0
2561	S20
2568	T0
2585	S80
2592	T0
2617	S80
2625	T0
2650	S10
2654	T0
2675	S80
2683	T0
2702	S20
2708	T0
2729	S80
2735	T0
2754	S20
2757	T0
2780	S80
2785	T0
2804	S10
2809	T0
2826	S80
2832	T0
2855	S80
2861	T0
2881	S20
2889	T0
2907	S10
2910	T0
2928	S10
2935	T0
2961	S80
2966	T0
2990	S20
2996	T0
3016	S80
3021	T0
3041	S10
3044	T0
3058	S80
3066	T0
3082	S10
3086	T0
3109	S80
3113	T0
3136	S10
3142	T0
3160	S80
3165	T0
3180	S20
3183	T0
3203	S80
3209	T0
3231	S80
3239	T0
3261	S20
3264	T0
3285	S10
3290	T0
3309	S80
3313	T0
3332	S20
3335	T0
3353	S80
3357	T0
3382	S10
